ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside
frame_000000,,p1,1,0.055203125,0.4754375,0.2890462962962963,0.9976666666666667,0,-1,-1,-1,-1
frame_000000,,pimg,1,0.39348958333333334,0.50559375,0.16433333333333333,0.576925925925926,0,-1,-1,-1,-1
frame_000000,,pimg,1,0.0,0.07728125,0.35157407407407404,0.6340833333333333,0,-1,-1,-1,-1
frame_000000,,pimg,1,0.14709375,0.23552604166666666,0.3586666666666667,0.6340833333333333,0,-1,-1,-1,-1
frame_000000,,pimg,1,0.5526666666666666,0.666765625,0.23542592592592593,0.5730185185185185,0,-1,-1,-1,-1
frame_000000,,pimg,1,0.74328125,0.8525052083333333,0.2385740740740741,0.5714166666666667,0,-1,-1,-1,-1
frame_000000,,p2,1,0.4425625,0.9212864583333332,0.11160185185185185,1.0,0,-1,-1,-1,-1
frame_000001,,p1,1,0.054010416666666665,0.47424479166666667,0.2951388888888889,1.0,0,-1,-1,-1,-1
frame_000001,,pimg,1,0.39348958333333334,0.50559375,0.16433333333333333,0.576925925925926,0,-1,-1,-1,-1
frame_000001,,pimg,1,0.0,0.07708333333333334,0.35157407407407404,0.6340833333333333,0,-1,-1,-1,-1
frame_000001,,pimg,1,0.14689583333333334,0.235328125,0.3586666666666667,0.6340833333333333,0,-1,-1,-1,-1
frame_000001,,pimg,1,0.5525885416666667,0.666765625,0.23542592592592593,0.5730185185185185,0,-1,-1,-1,-1
frame_000001,,pimg,1,0.7432239583333333,0.8524895833333334,0.23851851851851855,0.5713611111111112,0,-1,-1,-1,-1
frame_000001,,p2,1,0.4422447916666667,0.9209635416666667,0.11216666666666666,1.0,0,-1,-1,-1,-1
frame_000002,,p1,1,0.055203125,0.4754375,0.2890462962962963,0.9976666666666667,0,-1,-1,-1,-1
frame_000002,,pimg,1,0.39348958333333334,0.50559375,0.16433333333333333,0.576925925925926,0,-1,-1,-1,-1
frame_000002,,pimg,1,0.0,0.076890625,0.35157407407407404,0.6340833333333333,0,-1,-1,-1,-1
frame_000002,,pimg,1,0.14669791666666668,0.23513020833333334,0.3586666666666667,0.6340833333333333,0,-1,-1,-1,-1
frame_000002,,pimg,1,0.5525104166666667,0.666765625,0.23542592592592593,0.5730185185185185,0,-1,-1,-1,-1
frame_000002,,pimg,1,0.743171875,0.8524739583333333,0.238462962962963,0.5712962962962963,0,-1,-1,-1,-1
frame_000002,,p2,1,0.441921875,0.9206458333333334,0.11273148148148149,1.0,0,-1,-1,-1,-1
frame_000003,,p1,1,0.05255208333333334,0.4754375,0.29259259259259257,0.9976666666666667,0,-1,-1,-1,-1
frame_000003,,pimg,1,0.39348958333333334,0.50559375,0.16433333333333333,0.576925925925926,0,-1,-1,-1,-1
frame_000003,,pimg,1,0.0,0.07669270833333333,0.35157407407407404,0.6340833333333333,0,-1,-1,-1,-1
frame_000003,,pimg,1,0.1465,0.23492708333333334,0.3586666666666667,0.6340833333333333,0,-1,-1,-1,-1
frame_000003,,pimg,1,0.5524322916666667,0.666765625,0.23542592592592593,0.5730185185185185,0,-1,-1,-1,-1
frame_000003,,pimg,1,0.7431145833333334,0.8524583333333333,0.23839814814814816,0.5712407407407408,0,-1,-1,-1,-1
frame_000003,,p2,1,0.4416041666666667,0.9203281249999999,0.11330555555555556,1.0,0,-1,-1,-1,-1
frame_000004,,p1,1,0.051875,0.4754375,0.29018518518518516,0.9976666666666667,0,-1,-1,-1,-1
frame_000004,,pimg,1,0.39348958333333334,0.50559375,0.16433333333333333,0.576925925925926,0,-1,-1,-1,-1
frame_000004,,pimg,1,0.0,0.07649479166666667,0.35157407407407404,0.6340833333333333,0,-1,-1,-1,-1
frame_000004,,pimg,1,0.146296875,0.23472916666666668,0.3586666666666667,0.6340833333333333,0,-1,-1,-1,-1
frame_000004,,pimg,1,0.5523489583333333,0.666765625,0.23542592592592593,0.5730185185185185,0,-1,-1,-1,-1
frame_000004,,pimg,1,0.7430572916666667,0.8524427083333334,0.2383425925925926,0.5711851851851851,0,-1,-1,-1,-1
frame_000004,,p2,1,0.4412864583333333,0.9200104166666667,0.11387037037037037,1.0,0,-1,-1,-1,-1
frame_000005,,p1,1,0.051875,0.4754375,0.29138888888888886,0.9976666666666667,0,-1,-1,-1,-1
frame_000005,,pimg,1,0.39348958333333334,0.50559375,0.16433333333333333,0.576925925925926,0,-1,-1,-1,-1
frame_000005,,pimg,1,0.0,0.076296875,0.35157407407407404,0.6340833333333333,0,-1,-1,-1,-1
frame_000005,,pimg,1,0.14609895833333333,0.23453125,0.3586666666666667,0.6340833333333333,0,-1,-1,-1,-1
frame_000005,,pimg,1,0.5522708333333333,0.666765625,0.23542592592592593,0.5730185185185185,0,-1,-1,-1,-1
frame_000005,,pimg,1,0.743,0.852421875,0.23828703703703705,0.5711296296296297,0,-1,-1,-1,-1
frame_000005,,p2,1,0.44096874999999996,0.9196875,0.11443518518518518,1.0,0,-1,-1,-1,-1
frame_000006,,p1,1,0.05255208333333334,0.4754375,0.29138888888888886,0.9976666666666667,0,-1,-1,-1,-1
frame_000006,,pimg,1,0.39348958333333334,0.50559375,0.16433333333333333,0.576925925925926,0,-1,-1,-1,-1
frame_000006,,pimg,1,0.0,0.07609895833333334,0.35157407407407404,0.6340833333333333,0,-1,-1,-1,-1
frame_000006,,pimg,1,0.14590104166666668,0.23432812500000003,0.3586666666666667,0.6340833333333333,0,-1,-1,-1,-1
frame_000006,,pimg,1,0.5521927083333333,0.666765625,0.23542592592592593,0.5730185185185185,0,-1,-1,-1,-1
frame_000006,,pimg,1,0.7429479166666667,0.8524062499999999,0.2382314814814815,0.5710740740740741,0,-1,-1,-1,-1
frame_000006,,p2,1,0.4406458333333333,0.9193697916666667,0.115,1.0,0,-1,-1,-1,-1
frame_000007,,p1,1,0.051875,0.4754375,0.29138888888888886,0.9976666666666667,0,-1,-1,-1,-1
frame_000007,,pimg,1,0.39348958333333334,0.50559375,0.16433333333333333,0.576925925925926,0,-1,-1,-1,-1
frame_000007,,pimg,1,0.0,0.07590104166666665,0.35157407407407404,0.6340833333333333,0,-1,-1,-1,-1
frame_000007,,pimg,1,0.14569791666666668,0.2341302083333333,0.3586666666666667,0.6340833333333333,0,-1,-1,-1,-1
frame_000007,,pimg,1,0.5521145833333333,0.666765625,0.23542592592592593,0.5730185185185185,0,-1,-1,-1,-1
frame_000007,,pimg,1,0.7428906249999999,0.852390625,0.23817592592592593,0.5710185185185186,0,-1,-1,-1,-1
frame_000007,,p2,1,0.44032812499999996,0.9190520833333333,0.11557407407407407,1.0,0,-1,-1,-1,-1
frame_000008,,p1,1,0.051875,0.4754375,0.29138888888888886,0.9976666666666667,0,-1,-1,-1,-1
frame_000008,,pimg,1,0.39348958333333334,0.50559375,0.16433333333333333,0.576925925925926,0,-1,-1,-1,-1
frame_000008,,pimg,1,0.0,0.07570833333333334,0.35157407407407404,0.6340833333333333,0,-1,-1,-1,-1
frame_000008,,pimg,1,0.14550000000000002,0.23393229166666665,0.3586666666666667,0.6340833333333333,0,-1,-1,-1,-1
frame_000008,,pimg,1,0.5520312500000001,0.666765625,0.23542592592592593,0.5730185185185185,0,-1,-1,-1,-1
frame_000008,,pimg,1,0.7428333333333333,0.852375,0.2381203703703704,0.570962962962963,0,-1,-1,-1,-1
frame_000008,,p2,1,0.4400104166666667,0.918734375,0.11613888888888889,1.0,0,-1,-1,-1,-1
frame_000009,,p1,1,0.05119791666666666,0.4754375,0.29018518518518516,0.9976666666666667,0,-1,-1,-1,-1
frame_000009,,pimg,1,0.39348958333333334,0.50559375,0.16433333333333333,0.576925925925926,0,-1,-1,-1,-1
frame_000009,,pimg,1,0.0,0.07551041666666666,0.35157407407407404,0.6340833333333333,0,-1,-1,-1,-1
frame_000009,,pimg,1,0.14530208333333333,0.233734375,0.3586666666666667,0.6340833333333333,0,-1,-1,-1,-1
frame_000009,,pimg,1,0.551953125,0.666765625,0.23542592592592593,0.5730185185185185,0,-1,-1,-1,-1
frame_000009,,pimg,1,0.7427760416666668,0.852359375,0.23806481481481484,0.5708981481481482,0,-1,-1,-1,-1
frame_000009,,p2,1,0.4396875,0.9184114583333333,0.11670370370370371,1.0,0,-1,-1,-1,-1
frame_000010,,p1,1,0.051875,0.4754375,0.29138888888888886,0.9976666666666667,0,-1,-1,-1,-1
frame_000010,,pimg,1,0.39348958333333334,0.50559375,0.16433333333333333,0.576925925925926,0,-1,-1,-1,-1
frame_000010,,pimg,1,0.0,0.07531249999999999,0.35157407407407404,0.6340833333333333,0,-1,-1,-1,-1
frame_000010,,pimg,1,0.14510416666666667,0.23353125,0.3586666666666667,0.6340833333333333,0,-1,-1,-1,-1
frame_000010,,pimg,1,0.551875,0.666765625,0.23542592592592593,0.5730185185185185,0,-1,-1,-1,-1
frame_000010,,pimg,1,0.7427239583333333,0.85234375,0.23800000000000002,0.5708425925925926,0,-1,-1,-1,-1
frame_000010,,p2,1,0.4393697916666667,0.91809375,0.11727777777777777,1.0,0,-1,-1,-1,-1
frame_000011,,p1,1,0.051875,0.4754375,0.29138888888888886,0.9976666666666667,0,-1,-1,-1,-1
frame_000011,,pimg,1,0.39348958333333334,0.50559375,0.16433333333333333,0.576925925925926,0,-1,-1,-1,-1
frame_000011,,pimg,1,0.0,0.07517708333333334,0.35157407407407404,0.6340833333333333,0,-1,-1,-1,-1
frame_000011,,pimg,1,0.14483854166666665,0.233265625,0.3585462962962963,0.633962962962963,0,-1,-1,-1,-1
